turn_type,road_type,environment_type,visibility,effective_pedestrians,effective_traffic,daynight,weather,SafeSpeedLimit
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,49.45867856773216
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,46.652588276139625
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,46.652588276139625
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,46.652588276139625
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,46.652588276139625
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,46.652588276139625
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Gentle turn,Narrow,Highway,High,Low,High,Day,Clear,163.20687452380952
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,80.6846828313102
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,High,Day,Clear,73.23941125523784
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Low,Day,Clear,57.12244672343088
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Low,Day,Clear,57.12244672343088
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Low,Day,Clear,57.12244672343088
Straight,Medium,Highway,High,Low,Low,Day,Clear,57.12244672343088
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,49.8778418776504
Straight,Medium,Highway,High,Low,Low,Day,Clear,57.12244672343088
